date,home,away,home_score,away_score,venue,prob_home,prediction,confidence,pair_games,predicted_historical_rate,home_season_rate,away_season_rate,form_agreement,high_confidence,hit,split
2025-04-30,西武,楽天,3,1,メットライフドーム,0.5185147732457195,0,0.4814852267542805,24,0.625,0.4782608695652174,0.5416666666666666,True,False,False,2025_rule_selection
2025-05-01,ソフトバンク,日本ハム,2,3,PayPayドーム,0.5601505547522045,1,0.5601505547522045,26,0.46153846153846156,0.375,0.5384615384615384,False,False,False,2025_rule_selection
2025-05-01,ヤクルト,DeNA,0,3,神宮野球場,0.5349237128057519,0,0.4650762871942481,25,0.6,0.4444444444444444,0.45,True,False,True,2025_rule_selection
2025-05-01,中日,阪神,3,2,ナゴヤドーム,0.5493411858086318,0,0.4506588141913682,25,0.64,0.47619047619047616,0.5909090909090909,True,False,False,2025_rule_selection
2025-05-01,巨人,広島,4,3,東京ドーム,0.5531122048195762,0,0.44688779518042376,27,0.4444444444444444,0.5416666666666666,0.4782608695652174,False,False,False,2025_rule_selection
2025-05-01,西武,楽天,2,1,メットライフドーム,0.521854142544845,0,0.47814585745515503,25,0.6,0.5,0.52,True,False,False,2025_rule_selection
2025-05-02,ソフトバンク,ロッテ,4,3,PayPayドーム,0.5703499937736504,1,0.5703499937736504,29,0.6206896551724138,0.36,0.4583333333333333,False,False,True,2025_rule_selection
2025-05-02,阪神,ヤクルト,4,0,甲子園球場,0.5623836879299315,1,0.5623836879299315,28,0.5714285714285714,0.5652173913043478,0.42105263157894735,True,False,True,2025_rule_selection
2025-05-03,DeNA,巨人,1,0,横浜スタジアム,0.526204685454276,0,0.473795314545724,28,0.6785714285714286,0.47619047619047616,0.56,True,False,False,2025_rule_selection
2025-05-03,ソフトバンク,ロッテ,5,0,PayPayドーム,0.575026535742351,1,0.575026535742351,30,0.6333333333333333,0.38461538461538464,0.44,False,False,True,2025_rule_selection
2025-05-03,広島,中日,2,0,マツダスタジアム,0.5476103879689744,0,0.45238961203102557,28,0.6428571428571428,0.4583333333333333,0.5,True,False,False,2025_rule_selection
2025-05-03,日本ハム,西武,3,4,エスコンF,0.5777549588886243,1,0.5777549588886243,29,0.5862068965517241,0.5555555555555556,0.52,True,True,False,2025_rule_selection
2025-05-03,楽天,オリックス,0,7,楽天モバイル,0.5361153426776949,0,0.4638846573223051,30,0.6333333333333333,0.5,0.6,True,False,True,2025_rule_selection
2025-05-03,阪神,ヤクルト,7,1,甲子園球場,0.562975339807883,1,0.562975339807883,29,0.5862068965517241,0.5833333333333334,0.4,True,True,True,2025_rule_selection
2025-05-04,DeNA,巨人,1,3,横浜スタジアム,0.5312472078661337,0,0.46875279213386634,29,0.6551724137931034,0.5,0.5384615384615384,True,False,True,2025_rule_selection
2025-05-04,ソフトバンク,ロッテ,5,3,PayPayドーム,0.5725153883518441,1,0.5725153883518441,31,0.6451612903225806,0.4074074074074074,0.4230769230769231,False,False,True,2025_rule_selection
2025-05-04,広島,中日,9,4,マツダスタジアム,0.5503884343386947,0,0.44961156566130533,29,0.6206896551724138,0.48,0.4782608695652174,False,False,False,2025_rule_selection
2025-05-04,日本ハム,西武,3,2,エスコンF,0.5852879375803084,1,0.5852879375803084,30,0.5666666666666667,0.5357142857142857,0.5384615384615384,False,False,True,2025_rule_selection
