試合日,対戦相手,ホーム・ビジター,球場,ホークス得点,相手得点,通常勝敗,ホークスハンデ,相手ハンデ,補正後ホークス得点,補正後相手得点,ハンデ勝敗,AI予測,AI勝率,予測方式,通常的中,ハンデ的中
2024-10-03,楽天,home,PayPayドーム,4.0,2.0,勝,,,,,対象外,勝,68.4,ウォークフォワード,True,
2024-10-04,ロッテ,home,PayPayドーム,1.0,0.0,勝,,,,,対象外,勝,71.8,ウォークフォワード,True,
2024-10-16,日本ハム,home,PayPayドーム,5.0,2.0,勝,,,,,対象外,勝,73.2,ウォークフォワード,True,
2024-10-17,日本ハム,home,PayPayドーム,7.0,2.0,勝,,,,,対象外,勝,76.2,ウォークフォワード,True,
2024-10-18,日本ハム,home,PayPayドーム,3.0,2.0,勝,,,,,対象外,勝,68.8,ウォークフォワード,True,
2024-10-26,DeNA,away,横浜スタジアム,5.0,3.0,勝,,,,,対象外,勝,55.8,ウォークフォワード,True,
2024-10-27,DeNA,away,横浜スタジアム,6.0,3.0,勝,,,,,対象外,勝,52.7,ウォークフォワード,True,
2024-10-29,DeNA,home,PayPayドーム,1.0,4.0,敗,,,,,対象外,勝,68.5,ウォークフォワード,False,
2024-10-30,DeNA,home,PayPayドーム,0.0,5.0,敗,,,,,対象外,勝,63.5,ウォークフォワード,False,
2024-10-31,DeNA,home,PayPayドーム,0.0,7.0,敗,,,,,対象外,勝,74.9,ウォークフォワード,False,
2024-11-03,DeNA,away,横浜スタジアム,2.0,11.0,敗,,,,,対象外,勝,67.6,ウォークフォワード,False,
2025-02-22,オリックス,home,宮崎アイビー,7.0,0.0,勝,,,,,対象外,勝,68.0,ウォークフォワード,True,
2025-02-23,オリックス,away,SOKKEN,1.0,9.0,敗,,,,,対象外,勝,55.5,ウォークフォワード,False,
2025-03-04,ヤクルト,home,PayPayドーム,3.0,4.0,敗,,,,,対象外,勝,65.8,ウォークフォワード,False,
2025-03-05,ヤクルト,home,PayPayドーム,3.0,1.0,勝,,,,,対象外,勝,69.2,ウォークフォワード,True,
2025-03-07,ロッテ,away,ZOZOマリンスタジアム,3.0,2.0,勝,,,,,対象外,勝,64.2,ウォークフォワード,True,
2025-03-08,ロッテ,away,ZOZOマリンスタジアム,6.0,4.0,勝,,,,,対象外,勝,63.7,ウォークフォワード,True,
2025-03-09,ロッテ,away,ZOZOマリンスタジアム,5.0,5.0,分,,,,,対象外,勝,64.4,ウォークフォワード,,
2025-03-11,巨人,home,長崎,4.0,4.0,分,,,,,対象外,勝,76.3,ウォークフォワード,,
2025-03-12,巨人,home,PayPayドーム,3.0,4.0,敗,,,,,対象外,勝,79.6,ウォークフォワード,False,
2025-03-13,巨人,home,PayPayドーム,5.0,0.0,勝,,,,,対象外,勝,79.3,ウォークフォワード,True,
2025-03-14,日本ハム,home,PayPayドーム,2.0,2.0,分,,,,,対象外,勝,79.3,ウォークフォワード,,
2025-03-15,日本ハム,home,PayPayドーム,4.0,2.0,勝,,,,,対象外,勝,74.2,ウォークフォワード,True,
2025-03-16,日本ハム,home,PayPayドーム,3.0,8.0,敗,,,,,対象外,勝,75.0,ウォークフォワード,False,
2025-03-18,中日,home,PayPayドーム,5.0,0.0,勝,,,,,対象外,勝,72.3,ウォークフォワード,True,
2025-03-19,中日,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,69.2,ウォークフォワード,False,
2025-03-21,広島,home,PayPayドーム,5.0,1.0,勝,,,,,対象外,勝,75.8,ウォークフォワード,True,
2025-03-22,広島,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,72.2,ウォークフォワード,False,
2025-03-23,広島,away,マツダスタジアム,3.0,1.0,勝,,,,,対象外,勝,65.4,ウォークフォワード,True,
2025-03-28,ロッテ,home,PayPayドーム,2.0,8.0,敗,,,,,対象外,勝,74.4,ウォークフォワード,False,
2025-03-29,ロッテ,home,PayPayドーム,4.0,5.0,敗,,,,,対象外,勝,77.3,ウォークフォワード,False,
2025-03-30,ロッテ,home,PayPayドーム,4.0,7.0,敗,,,,,対象外,勝,71.2,ウォークフォワード,False,
2025-04-01,日本ハム,away,エスコンF,5.0,1.0,勝,,,,,対象外,勝,62.0,ウォークフォワード,True,
2025-04-02,日本ハム,away,エスコンF,1.0,3.0,敗,,,,,対象外,勝,65.0,ウォークフォワード,False,
2025-04-04,西武,home,PayPayドーム,0.0,6.0,敗,,,,,対象外,勝,65.8,ウォークフォワード,False,
2025-04-05,西武,home,PayPayドーム,3.0,6.0,敗,,,,,対象外,勝,66.9,ウォークフォワード,False,
2025-04-06,西武,home,PayPayドーム,11.0,1.0,勝,,,,,対象外,勝,62.9,ウォークフォワード,True,
2025-04-08,オリックス,away,京セラドーム大阪,5.0,2.0,勝,,,,,対象外,敗,48.5,ウォークフォワード,False,
2025-04-09,オリックス,away,京セラドーム大阪,10.0,9.0,勝,,,,,対象外,勝,55.6,ウォークフォワード,True,
2025-04-10,オリックス,away,京セラドーム大阪,1.0,1.0,分,,,,,対象外,勝,57.8,ウォークフォワード,,
2025-04-11,ロッテ,away,ZOZOマリンスタジアム,5.0,4.0,勝,,,,,対象外,勝,64.8,ウォークフォワード,True,
2025-04-12,ロッテ,away,ZOZOマリンスタジアム,8.0,0.0,勝,,,,,対象外,勝,67.4,ウォークフォワード,True,
2025-04-15,楽天,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,60.9,ウォークフォワード,False,
2025-04-16,楽天,home,PayPayドーム,2.0,6.0,敗,,,,,対象外,勝,65.8,ウォークフォワード,False,
2025-04-17,楽天,home,PayPayドーム,3.0,4.0,敗,,,,,対象外,勝,67.5,ウォークフォワード,False,
2025-04-18,西武,away,メットライフドーム,1.0,2.0,敗,,,,,対象外,勝,65.9,ウォークフォワード,False,
2025-04-19,西武,away,メットライフドーム,0.0,1.0,敗,,,,,対象外,勝,67.0,ウォークフォワード,False,
2025-04-20,西武,away,メットライフドーム,3.0,1.0,勝,,,,,対象外,勝,68.0,ウォークフォワード,True,
2025-04-23,オリックス,home,PayPayドーム,6.0,2.0,勝,,,,,対象外,勝,61.7,ウォークフォワード,True,
2025-04-25,楽天,away,楽天モバイル,1.0,0.0,勝,,,,,対象外,勝,62.1,ウォークフォワード,True,
2025-04-26,楽天,away,楽天モバイル,3.0,6.0,敗,,,,,対象外,勝,58.3,ウォークフォワード,False,
2025-04-27,楽天,away,楽天モバイル,2.0,3.0,敗,,,,,対象外,勝,59.2,ウォークフォワード,False,
2025-04-29,日本ハム,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,60.3,ウォークフォワード,False,
2025-04-30,日本ハム,home,PayPayドーム,1.0,6.0,敗,,,,,対象外,勝,59.8,ウォークフォワード,False,
2025-05-01,日本ハム,home,PayPayドーム,2.0,3.0,敗,,,,,対象外,勝,59.7,ウォークフォワード,False,
2025-05-02,ロッテ,home,PayPayドーム,4.0,3.0,勝,,,,,対象外,勝,54.5,ウォークフォワード,True,
2025-05-03,ロッテ,home,PayPayドーム,5.0,0.0,勝,,,,,対象外,勝,63.3,ウォークフォワード,True,
2025-05-04,ロッテ,home,PayPayドーム,5.0,3.0,勝,,,,,対象外,勝,65.6,ウォークフォワード,True,
2025-05-05,西武,away,メットライフドーム,2.0,0.0,勝,,,,,対象外,勝,64.4,ウォークフォワード,True,
2025-05-06,西武,away,メットライフドーム,10.0,0.0,勝,,,,,対象外,勝,59.8,ウォークフォワード,True,
2025-05-07,西武,away,メットライフドーム,1.0,7.0,敗,,,,,対象外,勝,69.6,ウォークフォワード,False,
2025-05-09,オリックス,away,京セラドーム大阪,11.0,1.0,勝,,,,,対象外,勝,53.5,ウォークフォワード,True,
2025-05-10,オリックス,away,京セラドーム大阪,1.0,6.0,敗,,,,,対象外,勝,62.9,ウォークフォワード,False,
2025-05-11,オリックス,away,京セラドーム大阪,7.0,1.0,勝,,,,,対象外,勝,61.4,ウォークフォワード,True,
2025-05-13,西武,home,京セラドーム大阪,6.0,1.0,勝,,,,,対象外,勝,61.4,ウォークフォワード,True,
2025-05-14,西武,home,PayPayドーム,1.0,3.0,敗,,,,,対象外,勝,66.5,ウォークフォワード,False,
2025-05-15,西武,home,PayPayドーム,5.0,0.0,勝,,,,,対象外,勝,68.5,ウォークフォワード,True,
2025-05-16,楽天,home,PayPayドーム,1.0,5.0,敗,,,,,対象外,勝,62.4,ウォークフォワード,False,
2025-05-17,楽天,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,62.6,ウォークフォワード,True,
2025-05-18,楽天,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,66.3,ウォークフォワード,True,
2025-05-20,日本ハム,away,エスコンF,5.0,2.0,勝,,,,,対象外,勝,63.6,ウォークフォワード,True,
2025-05-21,日本ハム,away,エスコンF,1.0,2.0,敗,,,,,対象外,勝,64.2,ウォークフォワード,False,
2025-05-22,日本ハム,away,エスコンF,4.0,3.0,勝,,,,,対象外,勝,61.6,ウォークフォワード,True,
2025-05-25,オリックス,home,鹿児島,5.0,13.0,敗,,,,,対象外,勝,61.4,ウォークフォワード,False,
2025-05-27,日本ハム,home,PayPayドーム,2.0,5.0,敗,,,,,対象外,勝,65.8,ウォークフォワード,False,
2025-05-28,日本ハム,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,68.2,ウォークフォワード,True,
2025-06-01,楽天,away,楽天モバイル,0.0,3.0,敗,,,,,対象外,勝,64.5,ウォークフォワード,False,
2025-06-03,中日,home,PayPayドーム,4.0,0.0,勝,,,,,対象外,勝,56.0,ウォークフォワード,True,
2025-06-04,中日,home,PayPayドーム,8.0,2.0,勝,,,,,対象外,勝,59.2,ウォークフォワード,True,
2025-06-05,中日,home,PayPayドーム,8.0,4.0,勝,,,,,対象外,勝,58.9,ウォークフォワード,True,
2025-06-06,ヤクルト,away,神宮野球場,2.0,3.0,敗,,,,,対象外,勝,53.6,ウォークフォワード,False,
2025-06-07,ヤクルト,away,神宮野球場,8.0,1.0,勝,,,,,対象外,勝,63.3,ウォークフォワード,True,
2025-06-08,ヤクルト,away,神宮野球場,2.0,4.0,敗,,,,,対象外,勝,67.5,ウォークフォワード,False,
2025-06-10,巨人,home,PayPayドーム,5.0,2.0,勝,,,,,対象外,勝,66.6,ウォークフォワード,True,
2025-06-11,巨人,home,PayPayドーム,3.0,7.0,敗,,,,,対象外,勝,64.8,ウォークフォワード,False,
2025-06-12,巨人,home,PayPayドーム,0.0,0.0,分,,,,,対象外,勝,70.5,ウォークフォワード,,
2025-06-13,DeNA,home,PayPayドーム,4.0,1.0,勝,,,,,対象外,勝,61.0,ウォークフォワード,True,
2025-06-14,DeNA,home,PayPayドーム,4.0,0.0,勝,,,,,対象外,勝,66.4,ウォークフォワード,True,
2025-06-15,DeNA,home,PayPayドーム,4.0,3.0,勝,,,,,対象外,勝,65.9,ウォークフォワード,True,
2025-06-17,広島,away,マツダスタジアム,2.0,0.0,勝,,,,,対象外,勝,61.8,ウォークフォワード,True,
2025-06-18,広島,away,マツダスタジアム,4.0,8.0,敗,,,,,対象外,勝,62.5,ウォークフォワード,False,
2025-06-19,広島,away,マツダスタジアム,16.0,2.0,勝,,,,,対象外,勝,54.5,ウォークフォワード,True,
2025-06-20,阪神,away,甲子園球場,2.0,1.0,勝,,,,,対象外,勝,55.8,ウォークフォワード,True,
2025-06-21,阪神,away,甲子園球場,0.0,3.0,敗,,,,,対象外,勝,59.2,ウォークフォワード,False,
2025-06-22,阪神,away,甲子園球場,3.0,1.0,勝,,,,,対象外,勝,61.7,ウォークフォワード,True,
2025-06-27,ロッテ,away,ZOZOマリンスタジアム,6.0,3.0,勝,,,,,対象外,勝,60.4,ウォークフォワード,True,
2025-06-28,ロッテ,away,ZOZOマリンスタジアム,0.0,5.0,敗,,,,,対象外,勝,63.2,ウォークフォワード,False,
2025-06-29,ロッテ,away,ZOZOマリンスタジアム,2.0,1.0,勝,,,,,対象外,勝,60.5,ウォークフォワード,True,
2025-07-01,日本ハム,home,東京ドーム,1.0,0.0,勝,,,,,対象外,勝,62.7,ウォークフォワード,True,
2025-07-02,日本ハム,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,68.8,ウォークフォワード,True,
2025-07-03,日本ハム,home,PayPayドーム,4.0,1.0,勝,,,,,対象外,勝,68.4,ウォークフォワード,True,
2025-07-04,西武,home,PayPayドーム,0.0,1.0,敗,,,,,対象外,勝,62.9,ウォークフォワード,False,
2025-07-05,西武,home,PayPayドーム,4.0,3.0,勝,,,,,対象外,勝,64.5,ウォークフォワード,True,
2025-07-06,西武,home,PayPayドーム,3.0,1.0,勝,,,,,対象外,勝,64.3,ウォークフォワード,True,
2025-07-08,オリックス,away,京セラドーム大阪,9.0,1.0,勝,,,,,対象外,勝,61.1,ウォークフォワード,True,
2025-07-09,オリックス,away,京セラドーム大阪,1.0,0.0,勝,,,,,対象外,勝,60.5,ウォークフォワード,True,
2025-07-10,オリックス,away,京セラドーム大阪,0.0,4.0,敗,,,,,対象外,勝,62.9,ウォークフォワード,False,
2025-07-11,楽天,away,楽天モバイル,0.0,3.0,敗,,,,,対象外,勝,68.8,ウォークフォワード,False,
2025-07-12,楽天,away,楽天モバイル,0.0,7.0,敗,,,,,対象外,勝,68.8,ウォークフォワード,False,
2025-07-13,楽天,away,楽天モバイル,5.0,3.0,勝,,,,,対象外,勝,63.3,ウォークフォワード,True,
2025-07-15,ロッテ,home,PayPayドーム,10.0,2.0,勝,,,,,対象外,勝,62.0,ウォークフォワード,True,
2025-07-16,ロッテ,home,PayPayドーム,6.0,0.0,勝,,,,,対象外,勝,60.4,ウォークフォワード,True,
2025-07-17,ロッテ,home,北九州,2.0,2.0,分,,,,,対象外,勝,59.6,ウォークフォワード,,
2025-07-19,西武,away,メットライフドーム,4.0,0.0,勝,,,,,対象外,勝,56.1,ウォークフォワード,True,
2025-07-20,西武,away,メットライフドーム,7.0,3.0,勝,,,,,対象外,勝,58.7,ウォークフォワード,True,
2025-07-21,西武,away,メットライフドーム,4.0,1.0,勝,,,,,対象外,勝,60.6,ウォークフォワード,True,
2025-07-26,オリックス,home,PayPayドーム,11.0,3.0,勝,,,,,対象外,勝,67.1,ウォークフォワード,True,
2025-07-27,オリックス,home,PayPayドーム,3.0,1.0,勝,,,,,対象外,勝,66.7,ウォークフォワード,True,
2025-07-29,日本ハム,away,エスコンF,5.0,2.0,勝,,,,,対象外,勝,59.2,ウォークフォワード,True,
2025-07-31,日本ハム,away,エスコンF,5.0,4.0,勝,,,,,対象外,勝,61.2,ウォークフォワード,True,
2025-08-01,楽天,home,PayPayドーム,3.0,1.0,勝,,,,,対象外,勝,70.7,ウォークフォワード,True,
2025-08-02,楽天,home,PayPayドーム,5.0,2.0,勝,,,,,対象外,勝,72.7,ウォークフォワード,True,
2025-08-03,楽天,home,PayPayドーム,8.0,1.0,勝,,,,,対象外,勝,70.0,ウォークフォワード,True,
2025-08-05,ロッテ,away,ZOZOマリンスタジアム,3.0,6.0,敗,,,,,対象外,勝,59.9,ウォークフォワード,False,
2025-08-06,ロッテ,away,ZOZOマリンスタジアム,12.0,3.0,勝,,,,,対象外,勝,61.9,ウォークフォワード,True,
2025-08-07,ロッテ,away,ZOZOマリンスタジアム,2.0,1.0,勝,,,,,対象外,勝,64.0,ウォークフォワード,True,
2025-08-09,日本ハム,home,PayPayドーム,4.0,1.0,勝,,,,,対象外,勝,66.8,ウォークフォワード,True,
2025-08-10,日本ハム,home,PayPayドーム,1.0,0.0,勝,,,,,対象外,勝,63.9,ウォークフォワード,True,
2025-08-11,日本ハム,home,PayPayドーム,3.0,1.0,勝,,,,,対象外,勝,64.9,ウォークフォワード,True,
2025-08-16,ロッテ,home,PayPayドーム,2.0,7.0,敗,,,,,対象外,勝,71.4,ウォークフォワード,False,
2025-08-17,ロッテ,home,PayPayドーム,1.0,0.0,勝,,,,,対象外,勝,69.4,ウォークフォワード,True,
2025-08-19,西武,home,PayPayドーム,5.0,2.0,勝,,,,,対象外,勝,68.9,ウォークフォワード,True,
2025-08-20,西武,home,PayPayドーム,5.0,4.0,勝,,,,,対象外,勝,68.8,ウォークフォワード,True,
2025-08-22,日本ハム,away,エスコンF,3.0,4.0,敗,,,,,対象外,勝,61.7,ウォークフォワード,False,
2025-08-23,日本ハム,away,エスコンF,3.0,8.0,敗,,,,,対象外,勝,59.9,ウォークフォワード,False,
2025-08-24,日本ハム,away,エスコンF,0.0,1.0,敗,,,,,対象外,勝,56.9,ウォークフォワード,False,
2025-08-26,楽天,away,弘前はるか夢球場,3.0,10.0,敗,,,,,対象外,勝,60.1,ウォークフォワード,False,
2025-08-27,楽天,away,秋田こまちスタジアム,3.0,1.0,勝,,,,,対象外,勝,59.8,ウォークフォワード,True,
2025-08-29,ロッテ,away,ZOZOマリンスタジアム,3.0,1.0,勝,,,,,対象外,勝,63.5,ウォークフォワード,True,
2025-08-30,ロッテ,away,ZOZOマリンスタジアム,4.0,6.0,敗,,,,,対象外,勝,63.3,ウォークフォワード,False,
2025-08-31,ロッテ,away,ZOZOマリンスタジアム,3.0,4.0,敗,,,,,対象外,勝,64.0,ウォークフォワード,False,
2025-09-02,オリックス,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,64.3,ウォークフォワード,True,
2025-09-03,オリックス,home,PayPayドーム,7.0,1.0,勝,,,,,対象外,勝,65.2,ウォークフォワード,True,
2025-09-04,オリックス,home,PayPayドーム,8.0,0.0,勝,,,,,対象外,勝,68.1,ウォークフォワード,True,
2025-09-05,楽天,home,PayPayドーム,11.0,0.0,勝,,,,,対象外,勝,68.4,ウォークフォワード,True,
2025-09-06,楽天,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,70.9,ウォークフォワード,True,
2025-09-07,楽天,home,PayPayドーム,2.0,4.0,敗,,,,,対象外,勝,67.8,ウォークフォワード,False,
2025-09-09,日本ハム,away,エスコンF,4.0,7.0,敗,,,,,対象外,勝,57.1,ウォークフォワード,False,
2025-09-11,ロッテ,away,ZOZOマリンスタジアム,1.0,9.0,敗,,,,,対象外,勝,63.2,ウォークフォワード,False,
2025-09-13,オリックス,away,京セラドーム大阪,2.0,1.0,勝,,,,,対象外,勝,50.1,ウォークフォワード,True,
2025-09-14,オリックス,away,京セラドーム大阪,4.0,3.0,勝,,,,,対象外,勝,55.6,ウォークフォワード,True,
2025-09-15,オリックス,away,京セラドーム大阪,5.0,0.0,勝,,,,,対象外,勝,53.3,ウォークフォワード,True,
2025-09-17,西武,home,PayPayドーム,11.0,8.0,勝,,,,,対象外,勝,62.7,ウォークフォワード,True,
2025-09-18,日本ハム,home,PayPayドーム,3.0,2.0,勝,,,,,対象外,勝,66.8,ウォークフォワード,True,
2025-09-20,オリックス,home,PayPayドーム,4.0,5.0,敗,,,,,対象外,勝,63.0,ウォークフォワード,False,
2025-09-21,オリックス,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,62.8,ウォークフォワード,False,
2025-09-22,オリックス,home,PayPayドーム,0.0,1.0,敗,,,,,対象外,勝,63.4,ウォークフォワード,False,
2025-09-23,オリックス,home,PayPayドーム,0.0,1.0,敗,,,,,対象外,勝,66.2,ウォークフォワード,False,
2025-09-24,楽天,away,楽天モバイル,8.0,3.0,勝,,,,,対象外,勝,57.1,ウォークフォワード,True,
2025-09-25,楽天,away,楽天モバイル,6.0,0.0,勝,,,,,対象外,勝,54.4,ウォークフォワード,True,
2025-09-26,楽天,away,楽天モバイル,4.0,3.0,勝,,,,,対象外,勝,54.6,ウォークフォワード,True,
2025-09-27,西武,away,メットライフドーム,4.0,1.0,勝,,,,,対象外,勝,54.4,ウォークフォワード,True,
2025-09-30,日本ハム,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,66.1,ウォークフォワード,False,
2025-10-03,オリックス,home,PayPayドーム,10.0,2.0,勝,,,,,対象外,勝,62.1,ウォークフォワード,True,
2025-10-05,ロッテ,away,ZOZOマリンスタジアム,5.0,2.0,勝,,,,,対象外,勝,65.5,ウォークフォワード,True,
2025-10-15,日本ハム,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,70.1,ウォークフォワード,True,
2025-10-16,日本ハム,home,PayPayドーム,3.0,0.0,勝,,,,,対象外,勝,68.1,ウォークフォワード,True,
2025-10-17,日本ハム,home,PayPayドーム,0.0,6.0,敗,,,,,対象外,勝,69.0,ウォークフォワード,False,
2025-10-18,日本ハム,home,PayPayドーム,3.0,9.0,敗,,,,,対象外,勝,70.1,ウォークフォワード,False,
2025-10-19,日本ハム,home,PayPayドーム,1.0,7.0,敗,,,,,対象外,勝,71.8,ウォークフォワード,False,
2025-10-20,日本ハム,home,PayPayドーム,2.0,1.0,勝,,,,,対象外,勝,72.5,ウォークフォワード,True,
2025-10-25,阪神,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,65.3,ウォークフォワード,False,
2025-10-26,阪神,home,PayPayドーム,10.0,1.0,勝,,,,,対象外,勝,65.7,ウォークフォワード,True,
2025-10-28,阪神,away,甲子園球場,2.0,1.0,勝,,,,,対象外,勝,58.5,ウォークフォワード,True,
2025-10-29,阪神,away,甲子園球場,3.0,2.0,勝,,,,,対象外,勝,59.4,ウォークフォワード,True,
2025-10-30,阪神,away,甲子園球場,3.0,2.0,勝,,,,,対象外,勝,57.4,ウォークフォワード,True,
2026-03-01,西武,home,アイビー,6.0,10.0,敗,,,,,対象外,勝,59.6,ウォークフォワード,False,
2026-03-03,ヤクルト,home,PayPayドーム,4.0,3.0,勝,,,,,対象外,勝,64.8,ウォークフォワード,True,
2026-03-04,ヤクルト,home,PayPayドーム,1.0,3.0,敗,,,,,対象外,勝,65.2,ウォークフォワード,False,
2026-03-05,ヤクルト,home,PayPayドーム,5.0,1.0,勝,,,,,対象外,勝,67.4,ウォークフォワード,True,
2026-03-06,阪神,away,甲子園球場,0.0,5.0,敗,,,,,対象外,勝,59.3,ウォークフォワード,False,
2026-03-08,オリックス,away,京セラドーム大阪,1.0,0.0,勝,,,,,対象外,勝,61.4,ウォークフォワード,True,
2026-03-10,巨人,home,宇部,2.0,2.0,分,,,,,対象外,勝,69.5,ウォークフォワード,,
2026-03-11,巨人,home,PayPayドーム,15.0,2.0,勝,,,,,対象外,勝,70.2,ウォークフォワード,True,
2026-03-12,巨人,home,PayPayドーム,0.0,1.0,敗,,,,,対象外,勝,70.9,ウォークフォワード,False,
2026-03-14,DeNA,away,横浜スタジアム,2.0,5.0,敗,,,,,対象外,勝,64.6,ウォークフォワード,False,
2026-03-15,DeNA,away,横浜スタジアム,0.0,5.0,敗,,,,,対象外,勝,62.6,ウォークフォワード,False,
2026-03-17,中日,home,PayPayドーム,5.0,1.0,勝,,,,,対象外,勝,60.7,ウォークフォワード,True,
2026-03-18,中日,home,PayPayドーム,3.0,5.0,敗,,,,,対象外,勝,61.8,ウォークフォワード,False,
2026-03-20,広島,home,PayPayドーム,4.0,3.0,勝,,,,,対象外,勝,62.2,ウォークフォワード,True,
2026-03-21,広島,home,PayPayドーム,5.0,7.0,敗,,,,,対象外,勝,60.2,ウォークフォワード,False,
2026-03-22,広島,away,マツダスタジアム,5.0,5.0,分,,,,,対象外,勝,56.5,ウォークフォワード,,
2026-03-28,日本ハム,home,PayPayドーム,6.0,4.0,勝,,,,,対象外,勝,68.7,ウォークフォワード,True,
2026-03-29,日本ハム,home,PayPayドーム,8.0,4.0,勝,,,,,対象外,勝,65.0,ウォークフォワード,True,
2026-03-31,楽天,away,楽天モバイル,4.0,2.0,勝,,,,,対象外,勝,55.2,ウォークフォワード,True,
2026-04-01,楽天,away,楽天モバイル,6.0,1.0,勝,,,,,対象外,勝,58.1,ウォークフォワード,True,
2026-04-02,楽天,away,楽天モバイル,4.0,5.0,敗,,,,,対象外,勝,57.8,ウォークフォワード,False,
2026-04-03,ロッテ,away,ZOZOマリンスタジアム,2.0,3.0,敗,,,,,対象外,勝,62.4,ウォークフォワード,False,
2026-04-04,ロッテ,away,ZOZOマリンスタジアム,5.0,2.0,勝,,,,,対象外,勝,65.4,ウォークフォワード,True,
2026-04-05,ロッテ,away,ZOZOマリンスタジアム,4.0,3.0,勝,,,,,対象外,勝,62.7,ウォークフォワード,True,
2026-04-07,西武,home,PayPayドーム,6.0,8.0,敗,,,,,対象外,勝,59.5,ウォークフォワード,False,
2026-04-08,西武,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,62.4,ウォークフォワード,False,
2026-04-09,西武,home,PayPayドーム,2.0,0.0,勝,,,,,対象外,勝,61.3,ウォークフォワード,True,
2026-04-11,日本ハム,away,エスコンF,6.0,3.0,勝,,,,,対象外,勝,60.1,ウォークフォワード,True,
2026-04-12,日本ハム,away,エスコンF,11.0,7.0,勝,,,,,対象外,勝,63.6,ウォークフォワード,True,
2026-04-14,楽天,home,PayPayドーム,2.0,3.0,敗,,,,,対象外,勝,61.3,ウォークフォワード,False,
2026-04-15,楽天,home,PayPayドーム,2.0,3.0,敗,,,,,対象外,勝,61.2,ウォークフォワード,False,
2026-04-16,楽天,home,北九州,6.0,0.0,勝,,,,,対象外,勝,63.5,ウォークフォワード,True,
2026-04-17,オリックス,home,PayPayドーム,4.0,13.0,敗,,,,,対象外,勝,65.1,ウォークフォワード,False,
2026-04-18,オリックス,home,PayPayドーム,7.0,0.0,勝,,,,,対象外,勝,65.1,ウォークフォワード,True,
2026-04-19,オリックス,home,PayPayドーム,1.0,2.0,敗,,,,,対象外,勝,66.7,ウォークフォワード,False,
2026-04-21,西武,away,メットライフドーム,4.0,6.0,敗,,,,,対象外,勝,58.7,ウォークフォワード,False,
2026-04-22,西武,away,メットライフドーム,1.0,3.0,敗,,,,,対象外,勝,61.2,ウォークフォワード,False,
2026-04-23,西武,away,メットライフドーム,4.0,3.0,勝,,,,,対象外,勝,62.8,ウォークフォワード,True,
2026-04-25,ロッテ,home,熊本,0.0,5.0,敗,,,,,対象外,勝,65.0,ウォークフォワード,False,
2026-04-28,オリックス,away,京セラドーム大阪,7.0,1.0,勝,,,,,対象外,勝,62.2,ウォークフォワード,True,
2026-04-29,オリックス,away,京セラドーム大阪,4.0,5.0,敗,,,,,対象外,勝,65.6,ウォークフォワード,False,
2026-05-01,楽天,home,PayPayドーム,4.0,1.0,勝,,,,,対象外,勝,61.7,ウォークフォワード,True,
2026-05-02,楽天,home,PayPayドーム,5.0,0.0,勝,,,,,対象外,勝,58.7,ウォークフォワード,True,
2026-05-03,楽天,home,PayPayドーム,0.0,7.0,敗,,,,,対象外,勝,59.8,ウォークフォワード,False,
2026-05-04,西武,away,メットライフドーム,2.0,10.0,敗,,,,,対象外,勝,62.7,ウォークフォワード,False,
2026-05-05,西武,away,メットライフドーム,6.0,4.0,勝,,,,,対象外,勝,64.0,ウォークフォワード,True,
2026-05-06,西武,away,メットライフドーム,2.0,10.0,敗,,,,,対象外,勝,64.2,ウォークフォワード,False,
2026-05-08,ロッテ,home,PayPayドーム,6.0,5.0,勝,,,,,対象外,勝,64.0,ウォークフォワード,True,
2026-05-09,ロッテ,home,PayPayドーム,4.0,5.0,敗,,,,,対象外,勝,66.6,ウォークフォワード,False,
2026-05-10,ロッテ,home,PayPayドーム,8.0,3.0,勝,,,,,対象外,勝,63.2,ウォークフォワード,True,
