date,home,away,home_score,away_score,venue,prob_home,prediction,confidence,pair_games,predicted_historical_rate,home_season_rate,away_season_rate,form_agreement,high_confidence,hit
2026-05-31,ソフトバンク,広島,3,1,PayPayドーム,0.5621584365640484,1,0.5621584365640484,8,0.875,0.5306122448979592,0.3695652173913043,True,True,True
2026-06-12,ソフトバンク,ヤクルト,2,4,PayPayドーム,0.5621062849326548,1,0.5621062849326548,6,0.5,0.5862068965517241,0.5254237288135594,True,True,False
2026-06-12,日本ハム,中日,3,1,エスコンF,0.5619353311371109,1,0.5619353311371109,6,0.6666666666666666,0.5333333333333333,0.3620689655172414,True,True,True
2026-06-14,ソフトバンク,ヤクルト,0,4,PayPayドーム,0.5634190031971684,1,0.5634190031971684,8,0.5,0.5833333333333334,0.5245901639344263,True,True,False
2026-06-24,ソフトバンク,オリックス,8,5,PayPayドーム,0.5606815260897583,1,0.5606815260897583,54,0.6481481481481481,0.5692307692307692,0.5625,True,True,True
